A=3, h=1+1+1, 
A=1050, h=16+25+13, 
A=1050, h=17+19+20, 
A=1050, h=17+20+19, 
A=1050, h=19+8+25, 
A=1050, h=19+17+20, 
A=1050, h=19+20+17, 
A=1050, h=19+25+8, 
A=1050, h=20+5+25, 
A=1050, h=20+11+23, 
A=1050, h=20+17+19, 
A=1050, h=20+19+17, 
A=1050, h=20+23+11, 
A=1050, h=20+25+5, 
A=1050, h=23+11+20, 
A=1050, h=23+20+11, 
A=1050, h=25+5+20, 
A=1050, h=25+8+19, 
A=1050, h=25+13+16, 
A=1050, h=25+16+13, 
A=1050, h=25+19+8, 
A=1050, h=25+20+5, 
A=1051, h=9+21+23, 
A=1051, h=9+23+21, 
A=1051, h=13+21+21, 
A=1051, h=21+9+23, 
A=1051, h=21+13+21, 
A=1051, h=21+21+13, 
A=1051, h=21+23+9, 
A=1051, h=23+9+21, 
A=1051, h=23+21+9, 
A=1053, h=4+19+26, 
A=1053, h=4+26+19, 
A=1053, h=6+21+24, 
A=1053, h=6+24+21, 
A=1053, h=11+16+26, 
A=1053, h=11+26+16, 
A=1053, h=13+20+22, 
A=1053, h=13+22+20, 
A=1053, h=16+11+26, 
A=1053, h=16+26+11, 
A=1053, h=19+4+26, 
A=1053, h=19+26+4, 
A=1053, h=20+13+22, 
A=1053, h=20+22+13, 
A=1053, h=21+6+24, 
A=1053, h=21+24+6, 
A=1053, h=22+13+20, 
A=1053, h=22+20+13, 
A=1053, h=24+6+21, 
A=1053, h=24+21+6, 
A=1053, h=26+4+19, 
A=1053, h=26+11+16, 
A=1053, h=26+16+11, 
A=1053, h=26+19+4, 
A=1054, h=1+18+27, 
A=1054, h=1+27+18, 
A=1054, h=6+17+27, 
A=1054, h=6+27+17, 
A=1054, h=10+15+27, 
A=1054, h=10+27+15, 
A=1054, h=15+10+27, 
A=1054, h=15+27+10, 
A=1054, h=17+6+27, 
A=1054, h=17+18+21, 
A=1054, h=17+21+18, 
A=1054, h=17+27+6, 
A=1054, h=18+1+27, 
A=1054, h=18+17+21, 
A=1054, h=18+21+17, 
A=1054, h=18+27+1, 
A=1054, h=21+17+18, 
A=1054, h=21+18+17, 
A=1054, h=27+1+18, 
A=1054, h=27+6+17, 
A=1054, h=27+10+15, 
A=1054, h=27+15+10, 
A=1054, h=27+17+6, 
A=1054, h=27+18+1, 
A=1056, h=16+20+20, 
A=1056, h=20+16+20, 
A=1056, h=20+20+16, 
A=1057, h=2+18+27, 
A=1057, h=2+27+18, 
A=1057, h=9+20+24, 
A=1057, h=9+24+20, 
A=1057, h=15+16+24, 
A=1057, h=15+24+16, 
A=1057, h=16+15+24, 
A=1057, h=16+24+15, 
A=1057, h=18+2+27, 
A=1057, h=18+27+2, 
A=1057, h=20+9+24, 
A=1057, h=20+24+9, 
A=1057, h=24+9+20, 
A=1057, h=24+15+16, 
A=1057, h=24+16+15, 
A=1057, h=24+20+9, 
A=1057, h=27+2+18, 
A=1057, h=27+18+2, 
A=1058, h=11+19+24, 
A=1058, h=11+24+19, 
A=1058, h=12+17+25, 
A=1058, h=12+25+17, 
A=1058, h=16+19+21, 
A=1058, h=16+21+19, 
A=1058, h=17+12+25, 
A=1058, h=17+25+12, 
A=1058, h=19+11+24, 
A=1058, h=19+16+21, 
A=1058, h=19+21+16, 
A=1058, h=19+24+11, 
A=1058, h=21+16+19, 
A=1058, h=21+19+16, 
A=1058, h=24+11+19, 
A=1058, h=24+19+11, 
A=1058, h=25+12+17, 
A=1058, h=25+17+12, 
A=1059, h=1+23+23, 
A=1059, h=13+19+23, 
A=1059, h=13+23+19, 
A=1059, h=19+13+23, 
A=1059, h=19+23+13, 
A=1059, h=23+1+23, 
A=1059, h=23+13+19, 
A=1059, h=23+19+13, 
A=1059, h=23+23+1, 
A=1061, h=1+22+24, 
A=1061, h=1+24+22, 
A=1061, h=6+20+25, 
A=1061, h=6+25+20, 
A=1061, h=14+17+24, 
A=1061, h=14+24+17, 
A=1061, h=17+14+24, 
A=1061, h=17+24+14, 
A=1061, h=20+6+25, 
A=1061, h=20+25+6, 
A=1061, h=22+1+24, 
A=1061, h=22+24+1, 
A=1061, h=24+1+22, 
A=1061, h=24+14+17, 
A=1061, h=24+17+14, 
A=1061, h=24+22+1, 
A=1061, h=25+6+20, 
A=1061, h=25+20+6, 
A=1062, h=2+23+23, 
A=1062, h=3+18+27, 
A=1062, h=3+27+18, 
A=1062, h=5+19+26, 
A=1062, h=5+26+19, 
A=1062, h=7+22+23, 
A=1062, h=7+23+22, 
A=1062, h=17+17+22, 
A=1062, h=17+22+17, 
A=1062, h=18+3+27, 
A=1062, h=18+27+3, 
A=1062, h=19+5+26, 
A=1062, h=19+26+5, 
A=1062, h=22+7+23, 
A=1062, h=22+17+17, 
A=1062, h=22+23+7, 
A=1062, h=23+2+23, 
A=1062, h=23+7+22, 
A=1062, h=23+22+7, 
A=1062, h=23+23+2, 
A=1062, h=26+5+19, 
A=1062, h=26+19+5, 
A=1062, h=27+3+18, 
A=1062, h=27+18+3, 
A=1064, h=2+22+24, 
A=1064, h=2+24+22, 
A=1064, h=8+18+26, 
A=1064, h=8+26+18, 
A=1064, h=16+18+22, 
A=1064, h=16+22+18, 
A=1064, h=18+8+26, 
A=1064, h=18+16+22, 
A=1064, h=18+22+16, 
A=1064, h=18+26+8, 
A=1064, h=22+2+24, 
A=1064, h=22+16+18, 
A=1064, h=22+18+16, 
A=1064, h=22+24+2, 
A=1064, h=24+2+22, 
A=1064, h=24+22+2, 
A=1064, h=26+8+18, 
A=1064, h=26+18+8, 
A=1065, h=10+17+26, 
A=1065, h=10+26+17, 
A=1065, h=17+10+26, 
A=1065, h=17+26+10, 
A=1065, h=26+10+17, 
A=1065, h=26+17+10, 
A=1066, h=7+21+24, 
A=1066, h=7+24+21, 
A=1066, h=9+16+27, 
A=1066, h=9+27+16, 
A=1066, h=15+20+21, 
A=1066, h=15+21+20, 
A=1066, h=16+9+27, 
A=1066, h=16+27+9, 
A=1066, h=20+15+21, 
A=1066, h=20+21+15, 
A=1066, h=21+7+24, 
A=1066, h=21+15+20, 
A=1066, h=21+20+15, 
A=1066, h=21+24+7, 
A=1066, h=24+7+21, 
A=1066, h=24+21+7, 
A=1066, h=27+9+16, 
A=1066, h=27+16+9, 
A=1067, h=1+21+25, 
A=1067, h=1+25+21, 
A=1067, h=3+23+23, 
A=1067, h=7+17+27, 
A=1067, h=7+27+17, 
A=1067, h=9+19+25, 
A=1067, h=9+25+19, 
A=1067, h=13+13+27, 
A=1067, h=13+27+13, 
A=1067, h=17+7+27, 
A=1067, h=17+27+7, 
A=1067, h=19+9+25, 
A=1067, h=19+25+9, 
A=1067, h=21+1+25, 
A=1067, h=21+25+1, 
A=1067, h=23+3+23, 
A=1067, h=23+23+3, 
A=1067, h=25+1+21, 
A=1067, h=25+9+19, 
A=1067, h=25+19+9, 
A=1067, h=25+21+1, 
A=1067, h=27+7+17, 
A=1067, h=27+13+13, 
A=1067, h=27+17+7, 
A=1068, h=10+22+22, 
A=1068, h=14+14+26, 
A=1068, h=14+26+14, 
A=1068, h=22+10+22, 
A=1068, h=22+22+10, 
A=1068, h=26+14+14, 
A=1069, h=3+22+24, 
A=1069, h=3+24+22, 
A=1069, h=4+18+27, 
A=1069, h=4+27+18, 
A=1069, h=12+14+27, 
A=1069, h=12+21+22, 
A=1069, h=12+22+21, 
A=1069, h=12+27+14, 
A=1069, h=13+18+24, 
A=1069, h=13+24+18, 
A=1069, h=14+12+27, 
A=1069, h=14+27+12, 
A=1069, h=18+4+27, 
A=1069, h=18+13+24, 
A=1069, h=18+24+13, 
A=1069, h=18+27+4, 
A=1069, h=21+12+22, 
A=1069, h=21+22+12, 
A=1069, h=22+3+24, 
A=1069, h=22+12+21, 
A=1069, h=22+21+12, 
A=1069, h=22+24+3, 
A=1069, h=24+3+22, 
A=1069, h=24+13+18, 
A=1069, h=24+18+13, 
A=1069, h=24+22+3, 
A=1069, h=27+4+18, 
A=1069, h=27+12+14, 
A=1069, h=27+14+12, 
A=1069, h=27+18+4, 
A=1070, h=2+21+25, 
A=1070, h=2+25+21, 
A=1070, h=10+21+23, 
A=1070, h=10+23+21, 
A=1070, h=11+18+25, 
A=1070, h=11+25+18, 
A=1070, h=13+15+26, 
A=1070, h=13+26+15, 
A=1070, h=15+13+26, 
A=1070, h=15+19+22, 
A=1070, h=15+22+19, 
A=1070, h=15+26+13, 
A=1070, h=18+11+25, 
A=1070, h=18+25+11, 
A=1070, h=19+15+22, 
A=1070, h=19+22+15, 
A=1070, h=21+2+25, 
A=1070, h=21+10+23, 
A=1070, h=21+23+10, 
A=1070, h=21+25+2, 
A=1070, h=22+15+19, 
A=1070, h=22+19+15, 
A=1070, h=23+10+21, 
A=1070, h=23+21+10, 
A=1070, h=25+2+21, 
A=1070, h=25+11+18, 
A=1070, h=25+18+11, 
A=1070, h=25+21+2, 
A=1070, h=26+13+15, 
A=1070, h=26+15+13, 
A=1073, h=6+19+26, 
A=1073, h=6+26+19, 
A=1073, h=12+20+23, 
A=1073, h=12+23+20, 
A=1073, h=19+6+26, 
A=1073, h=19+26+6, 
A=1073, h=20+12+23, 
A=1073, h=20+23+12, 
A=1073, h=23+12+20, 
A=1073, h=23+20+12, 
A=1073, h=26+6+19, 
A=1073, h=26+19+6, 
A=1074, h=4+23+23, 
A=1074, h=7+20+25, 
A=1074, h=7+25+20, 
A=1074, h=16+17+23, 
A=1074, h=16+23+17, 
A=1074, h=17+16+23, 
A=1074, h=17+23+16, 
A=1074, h=20+7+25, 
A=1074, h=20+25+7, 
A=1074, h=23+4+23, 
A=1074, h=23+16+17, 
A=1074, h=23+17+16, 
A=1074, h=23+23+4, 
A=1074, h=25+7+20, 
A=1074, h=25+20+7, 
A=1075, h=3+21+25, 
A=1075, h=3+25+21, 
A=1075, h=11+15+27, 
A=1075, h=11+27+15, 
A=1075, h=15+11+27, 
A=1075, h=15+15+25, 
A=1075, h=15+25+15, 
A=1075, h=15+27+11, 
A=1075, h=21+3+25, 
A=1075, h=21+25+3, 
A=1075, h=25+3+21, 
A=1075, h=25+15+15, 
A=1075, h=25+21+3, 
A=1075, h=27+11+15, 
A=1075, h=27+15+11, 
A=1076, h=4+22+24, 
A=1076, h=4+24+22, 
A=1076, h=10+20+24, 
A=1076, h=10+24+20, 
A=1076, h=12+16+26, 
A=1076, h=12+26+16, 
A=1076, h=16+12+26, 
A=1076, h=16+26+12, 
A=1076, h=20+10+24, 
A=1076, h=20+24+10, 
A=1076, h=22+4+24, 
A=1076, h=22+24+4, 
A=1076, h=24+4+22, 
A=1076, h=24+10+20, 
A=1076, h=24+20+10, 
A=1076, h=24+22+4, 
A=1076, h=26+12+16, 
A=1076, h=26+16+12, 
A=1077, h=1+20+26, 
A=1077, h=1+26+20, 
A=1077, h=8+22+23, 
A=1077, h=8+23+22, 
A=1077, h=14+16+25, 
A=1077, h=14+25+16, 
A=1077, h=16+14+25, 
A=1077, h=16+25+14, 
A=1077, h=20+1+26, 
A=1077, h=20+26+1, 
A=1077, h=22+8+23, 
A=1077, h=22+23+8, 
A=1077, h=23+8+22, 
A=1077, h=23+22+8, 
A=1077, h=25+14+16, 
A=1077, h=25+16+14, 
A=1077, h=26+1+20, 
A=1077, h=26+20+1, 
A=1078, h=5+18+27, 
A=1078, h=5+27+18, 
A=1078, h=14+21+21, 
A=1078, h=15+18+23, 
A=1078, h=15+23+18, 
A=1078, h=18+5+27, 
A=1078, h=18+15+23, 
A=1078, h=18+23+15, 
A=1078, h=18+27+5, 
A=1078, h=21+14+21, 
A=1078, h=21+21+14, 
A=1078, h=23+15+18, 
A=1078, h=23+18+15, 
A=1078, h=27+5+18, 
A=1078, h=27+18+5, 
A=1080, h=2+20+26, 
A=1080, h=2+26+20, 
A=1080, h=14+20+22, 
A=1080, h=14+22+20, 
A=1080, h=20+2+26, 
A=1080, h=20+14+22, 
A=1080, h=20+22+14, 
A=1080, h=20+26+2, 
A=1080, h=22+14+20, 
A=1080, h=22+20+14, 
A=1080, h=26+2+20, 
A=1080, h=26+20+2, 
A=1081, h=8+21+24, 
A=1081, h=8+24+21, 
A=1081, h=9+18+26, 
A=1081, h=9+26+18, 
A=1081, h=12+19+24, 
A=1081, h=12+24+19, 
A=1081, h=18+9+26, 
A=1081, h=18+26+9, 
A=1081, h=19+12+24, 
A=1081, h=19+24+12, 
A=1081, h=21+8+24, 
A=1081, h=21+24+8, 
A=1081, h=24+8+21, 
A=1081, h=24+12+19, 
A=1081, h=24+19+12, 
A=1081, h=24+21+8, 
A=1081, h=26+9+18, 
A=1081, h=26+18+9, 
A=1082, h=4+21+25, 
A=1082, h=4+25+21, 
A=1082, h=8+17+27, 
A=1082, h=8+27+17, 
A=1082, h=17+8+27, 
A=1082, h=17+27+8, 
A=1082, h=21+4+25, 
A=1082, h=21+25+4, 
A=1082, h=25+4+21, 
A=1082, h=25+21+4, 
A=1082, h=27+8+17, 
A=1082, h=27+17+8, 
A=1083, h=5+23+23, 
A=1083, h=13+17+25, 
A=1083, h=13+25+17, 
A=1083, h=17+13+25, 
A=1083, h=17+25+13, 
A=1083, h=19+19+19, 
A=1083, h=23+5+23, 
A=1083, h=23+23+5, 
A=1083, h=25+13+17, 
A=1083, h=25+17+13, 
A=1085, h=3+20+26, 
A=1085, h=3+26+20, 
A=1085, h=5+22+24, 
A=1085, h=5+24+22, 
A=1085, h=10+16+27, 
A=1085, h=10+27+16, 
A=1085, h=16+10+27, 
A=1085, h=16+27+10, 
A=1085, h=18+19+20, 
A=1085, h=18+20+19, 
A=1085, h=19+18+20, 
A=1085, h=19+20+18, 
A=1085, h=20+3+26, 
A=1085, h=20+18+19, 
A=1085, h=20+19+18, 
A=1085, h=20+26+3, 
A=1085, h=22+5+24, 
A=1085, h=22+24+5, 
A=1085, h=24+5+22, 
A=1085, h=24+22+5, 
A=1085, h=26+3+20, 
A=1085, h=26+20+3, 
A=1085, h=27+10+16, 
A=1085, h=27+16+10, 
A=1086, h=7+19+26, 
A=1086, h=7+26+19, 
A=1086, h=10+19+25, 
A=1086, h=10+25+19, 
A=1086, h=11+17+26, 
A=1086, h=11+26+17, 
A=1086, h=14+19+23, 
A=1086, h=14+23+19, 
A=1086, h=17+11+26, 
A=1086, h=17+26+11, 
A=1086, h=19+7+26, 
A=1086, h=19+10+25, 
A=1086, h=19+14+23, 
A=1086, h=19+23+14, 
A=1086, h=19+25+10, 
A=1086, h=19+26+7, 
A=1086, h=23+14+19, 
A=1086, h=23+19+14, 
A=1086, h=25+10+19, 
A=1086, h=25+19+10, 
A=1086, h=26+7+19, 
A=1086, h=26+11+17, 
A=1086, h=26+17+11, 
A=1086, h=26+19+7, 
A=1088, h=16+16+24, 
A=1088, h=16+24+16, 
A=1088, h=24+16+16, 
A=1089, h=6+18+27, 
A=1089, h=6+27+18, 
A=1089, h=8+20+25, 
A=1089, h=8+25+20, 
A=1089, h=11+22+22, 
A=1089, h=17+20+20, 
A=1089, h=18+6+27, 
A=1089, h=18+18+21, 
A=1089, h=18+21+18, 
A=1089, h=18+27+6, 
A=1089, h=20+8+25, 
A=1089, h=20+17+20, 
A=1089, h=20+20+17, 
A=1089, h=20+25+8, 
A=1089, h=21+18+18, 
A=1089, h=22+11+22, 
A=1089, h=22+22+11, 
A=1089, h=25+8+20, 
A=1089, h=25+20+8, 
A=1089, h=27+6+18, 
A=1089, h=27+18+6, 
A=1090, h=15+17+24, 
A=1090, h=15+24+17, 
A=1090, h=17+15+24, 
A=1090, h=17+24+15, 
A=1090, h=24+15+17, 
A=1090, h=24+17+15, 
A=1091, h=1+19+27, 
A=1091, h=1+27+19, 
A=1091, h=5+21+25, 
A=1091, h=5+25+21, 
A=1091, h=11+21+23, 
A=1091, h=11+23+21, 
A=1091, h=17+19+21, 
A=1091, h=17+21+19, 
A=1091, h=19+1+27, 
A=1091, h=19+17+21, 
A=1091, h=19+21+17, 
A=1091, h=19+27+1, 
A=1091, h=21+5+25, 
A=1091, h=21+11+23, 
A=1091, h=21+17+19, 
A=1091, h=21+19+17, 
A=1091, h=21+23+11, 
A=1091, h=21+25+5, 
A=1091, h=23+11+21, 
A=1091, h=23+21+11, 
A=1091, h=25+5+21, 
A=1091, h=25+21+5, 
A=1091, h=27+1+19, 
A=1091, h=27+19+1, 
A=1092, h=4+20+26, 
A=1092, h=4+26+20, 
A=1092, h=20+4+26, 
A=1092, h=20+26+4, 
A=1092, h=26+4+20, 
A=1092, h=26+20+4, 
A=1093, h=12+18+25, 
A=1093, h=12+25+18, 
A=1093, h=18+12+25, 
A=1093, h=18+25+12, 
A=1093, h=25+12+18, 
A=1093, h=25+18+12, 
A=1094, h=2+19+27, 
A=1094, h=2+27+19, 
A=1094, h=6+23+23, 
A=1094, h=9+22+23, 
A=1094, h=9+23+22, 
A=1094, h=13+14+27, 
A=1094, h=13+21+22, 
A=1094, h=13+22+21, 
A=1094, h=13+27+14, 
A=1094, h=14+13+27, 
A=1094, h=14+27+13, 
A=1094, h=19+2+27, 
A=1094, h=19+27+2, 
A=1094, h=21+13+22, 
A=1094, h=21+22+13, 
A=1094, h=22+9+23, 
A=1094, h=22+13+21, 
A=1094, h=22+21+13, 
A=1094, h=22+23+9, 
A=1094, h=23+6+23, 
A=1094, h=23+9+22, 
A=1094, h=23+22+9, 
A=1094, h=23+23+6, 
A=1094, h=27+2+19, 
A=1094, h=27+13+14, 
A=1094, h=27+14+13, 
A=1094, h=27+19+2, 
A=1096, h=6+22+24, 
A=1096, h=6+24+22, 
A=1096, h=14+18+24, 
A=1096, h=14+24+18, 
A=1096, h=18+14+24, 
A=1096, h=18+24+14, 
A=1096, h=22+6+24, 
A=1096, h=22+24+6, 
A=1096, h=24+6+22, 
A=1096, h=24+14+18, 
A=1096, h=24+18+14, 
A=1096, h=24+22+6, 
A=1097, h=11+20+24, 
A=1097, h=11+24+20, 
A=1097, h=14+15+26, 
A=1097, h=14+26+15, 
A=1097, h=15+14+26, 
A=1097, h=15+26+14, 
A=1097, h=16+20+21, 
A=1097, h=16+21+20, 
A=1097, h=17+18+22, 
A=1097, h=17+22+18, 
A=1097, h=18+17+22, 
A=1097, h=18+22+17, 
A=1097, h=20+11+24, 
A=1097, h=20+16+21, 
A=1097, h=20+21+16, 
A=1097, h=20+24+11, 
A=1097, h=21+16+20, 
A=1097, h=21+20+16, 
A=1097, h=22+17+18, 
A=1097, h=22+18+17, 
A=1097, h=24+11+20, 
A=1097, h=24+20+11, 
A=1097, h=26+14+15, 
A=1097, h=26+15+14, 
A=1098, h=9+21+24, 
A=1098, h=9+24+21, 
A=1098, h=12+15+27, 
A=1098, h=12+27+15, 
A=1098, h=13+20+23, 
A=1098, h=13+23+20, 
A=1098, h=15+12+27, 
A=1098, h=15+27+12, 
A=1098, h=20+13+23, 
A=1098, h=20+23+13, 
A=1098, h=21+9+24, 
A=1098, h=21+24+9, 
A=1098, h=23+13+20, 
A=1098, h=23+20+13, 
A=1098, h=24+9+21, 
A=1098, h=24+21+9, 
A=1098, h=27+12+15, 
A=1098, h=27+15+12, 
A=1099, h=3+19+27, 
A=1099, h=3+27+19, 
A=1099, h=9+17+27, 
A=1099, h=9+27+17, 
A=1099, h=17+9+27, 
A=1099, h=17+27+9, 
A=1099, h=19+3+27, 
A=1099, h=19+27+3, 
A=1099, h=27+3+19, 
A=1099, h=27+9+17, 
A=1099, h=27+17+9, 
A=1099, h=27+19+3, 
A=1100, h=10+18+26, 
A=1100, h=10+26+18, 
A=1100, h=18+10+26, 
A=1100, h=18+26+10, 
A=1100, h=26+10+18, 
A=1100, h=26+18+10, 
A=1101, h=5+20+26, 
A=1101, h=5+26+20, 
A=1101, h=8+19+26, 
A=1101, h=8+26+19, 
A=1101, h=13+16+26, 
A=1101, h=13+26+16, 
A=1101, h=16+13+26, 
A=1101, h=16+19+22, 
A=1101, h=16+22+19, 
A=1101, h=16+26+13, 
A=1101, h=19+8+26, 
A=1101, h=19+16+22, 
A=1101, h=19+22+16, 
A=1101, h=19+26+8, 
A=1101, h=20+5+26, 
A=1101, h=20+26+5, 
A=1101, h=22+16+19, 
A=1101, h=22+19+16, 
A=1101, h=26+5+20, 
A=1101, h=26+8+19, 
A=1101, h=26+13+16, 
A=1101, h=26+16+13, 
A=1101, h=26+19+8, 
A=1101, h=26+20+5, 
A=1102, h=6+21+25, 
A=1102, h=6+25+21, 
A=1102, h=7+18+27, 
A=1102, h=7+27+18, 
A=1102, h=18+7+27, 
A=1102, h=18+27+7, 
A=1102, h=21+6+25, 
A=1102, h=21+25+6, 
A=1102, h=25+6+21, 
A=1102, h=25+21+6, 
A=1102, h=27+7+18, 
A=1102, h=27+18+7, 
A=1106, h=1+23+24, 
A=1106, h=1+24+23, 
A=1106, h=4+19+27, 
A=1106, h=4+27+19, 
A=1106, h=9+20+25, 
A=1106, h=9+25+20, 
A=1106, h=11+16+27, 
A=1106, h=11+27+16, 
A=1106, h=13+19+24, 
A=1106, h=13+24+19, 
A=1106, h=15+16+25, 
A=1106, h=15+25+16, 
A=1106, h=16+11+27, 
A=1106, h=16+15+25, 
A=1106, h=16+25+15, 
A=1106, h=16+27+11, 
A=1106, h=19+4+27, 
A=1106, h=19+13+24, 
A=1106, h=19+24+13, 
A=1106, h=19+27+4, 
A=1106, h=20+9+25, 
A=1106, h=20+25+9, 
A=1106, h=23+1+24, 
A=1106, h=23+24+1, 
A=1106, h=24+1+23, 
A=1106, h=24+13+19, 
A=1106, h=24+19+13, 
A=1106, h=24+23+1, 
A=1106, h=25+9+20, 
A=1106, h=25+15+16, 
A=1106, h=25+16+15, 
A=1106, h=25+20+9, 
A=1106, h=27+4+19, 
A=1106, h=27+11+16, 
A=1106, h=27+16+11, 
A=1106, h=27+19+4, 
A=1107, h=7+23+23, 
A=1107, h=11+19+25, 
A=1107, h=11+25+19, 
A=1107, h=15+21+21, 
A=1107, h=17+17+23, 
A=1107, h=17+23+17, 
A=1107, h=19+11+25, 
A=1107, h=19+25+11, 
A=1107, h=21+15+21, 
A=1107, h=21+21+15, 
A=1107, h=23+7+23, 
A=1107, h=23+17+17, 
A=1107, h=23+23+7, 
A=1107, h=25+11+19, 
A=1107, h=25+19+11, 
A=1109, h=2+23+24, 
A=1109, h=2+24+23, 
A=1109, h=7+22+24, 
A=1109, h=7+24+22, 
A=1109, h=12+17+26, 
A=1109, h=12+26+17, 
A=1109, h=15+20+22, 
A=1109, h=15+22+20, 
A=1109, h=16+18+23, 
A=1109, h=16+23+18, 
A=1109, h=17+12+26, 
A=1109, h=17+26+12, 
A=1109, h=18+16+23, 
A=1109, h=18+23+16, 
A=1109, h=20+15+22, 
A=1109, h=20+22+15, 
A=1109, h=22+7+24, 
A=1109, h=22+15+20, 
A=1109, h=22+20+15, 
A=1109, h=22+24+7, 
A=1109, h=23+2+24, 
A=1109, h=23+16+18, 
A=1109, h=23+18+16, 
A=1109, h=23+24+2, 
A=1109, h=24+2+23, 
A=1109, h=24+7+22, 
A=1109, h=24+22+7, 
A=1109, h=24+23+2, 
A=1109, h=26+12+17, 
A=1109, h=26+17+12, 
A=1110, h=1+22+25, 
A=1110, h=1+25+22, 
A=1110, h=14+17+25, 
A=1110, h=14+25+17, 
A=1110, h=17+14+25, 
A=1110, h=17+25+14, 
A=1110, h=22+1+25, 
A=1110, h=22+25+1, 
A=1110, h=25+1+22, 
A=1110, h=25+14+17, 
A=1110, h=25+17+14, 
A=1110, h=25+22+1, 
A=1112, h=6+20+26, 
A=1112, h=6+26+20, 
A=1112, h=12+22+22, 
A=1112, h=20+6+26, 
A=1112, h=20+26+6, 
A=1112, h=22+12+22, 
A=1112, h=22+22+12, 
A=1112, h=26+6+20, 
A=1112, h=26+20+6, 
A=1113, h=2+22+25, 
A=1113, h=2+25+22, 
A=1113, h=10+22+23, 
A=1113, h=10+23+22, 
A=1113, h=22+2+25, 
A=1113, h=22+10+23, 
A=1113, h=22+23+10, 
A=1113, h=22+25+2, 
A=1113, h=23+10+22, 
A=1113, h=23+22+10, 
A=1113, h=25+2+22, 
A=1113, h=25+22+2, 
A=1114, h=3+23+24, 
A=1114, h=3+24+23, 
A=1114, h=12+21+23, 
A=1114, h=12+23+21, 
A=1114, h=21+12+23, 
A=1114, h=21+23+12, 
A=1114, h=23+3+24, 
A=1114, h=23+12+21, 
A=1114, h=23+21+12, 
A=1114, h=23+24+3, 
A=1114, h=24+3+23, 
A=1114, h=24+23+3, 
A=1115, h=5+19+27, 
A=1115, h=5+27+19, 
A=1115, h=7+21+25, 
A=1115, h=7+25+21, 
A=1115, h=15+19+23, 
A=1115, h=15+23+19, 
A=1115, h=19+5+27, 
A=1115, h=19+15+23, 
A=1115, h=19+23+15, 
A=1115, h=19+27+5, 
A=1115, h=21+7+25, 
A=1115, h=21+25+7, 
A=1115, h=23+15+19, 
A=1115, h=23+19+15, 
A=1115, h=25+7+21, 
A=1115, h=25+21+7, 
A=1115, h=27+5+19, 
A=1115, h=27+19+5, 
A=1117, h=8+18+27, 
A=1117, h=8+27+18, 
A=1117, h=10+21+24, 
A=1117, h=10+24+21, 
A=1117, h=18+8+27, 
A=1117, h=18+27+8, 
A=1117, h=21+10+24, 
A=1117, h=21+24+10, 
A=1117, h=24+10+21, 
A=1117, h=24+21+10, 
A=1117, h=27+8+18, 
A=1117, h=27+18+8, 
A=1118, h=1+21+26, 
A=1118, h=1+26+21, 
A=1118, h=3+22+25, 
A=1118, h=3+25+22, 
A=1118, h=9+19+26, 
A=1118, h=9+26+19, 
A=1118, h=10+17+27, 
A=1118, h=10+27+17, 
A=1118, h=13+18+25, 
A=1118, h=13+25+18, 
A=1118, h=17+10+27, 
A=1118, h=17+27+10, 
A=1118, h=18+13+25, 
A=1118, h=18+25+13, 
A=1118, h=19+9+26, 
A=1118, h=19+26+9, 
A=1118, h=21+1+26, 
A=1118, h=21+26+1, 
A=1118, h=22+3+25, 
A=1118, h=22+25+3, 
A=1118, h=25+3+22, 
A=1118, h=25+13+18, 
A=1118, h=25+18+13, 
A=1118, h=25+22+3, 
A=1118, h=26+1+21, 
A=1118, h=26+9+19, 
A=1118, h=26+19+9, 
A=1118, h=26+21+1, 
A=1118, h=27+10+17, 
A=1118, h=27+17+10, 
A=1120, h=12+20+24, 
A=1120, h=12+24+20, 
A=1120, h=20+12+24, 
A=1120, h=20+24+12, 
A=1120, h=24+12+20, 
A=1120, h=24+20+12, 
A=1121, h=2+21+26, 
A=1121, h=2+26+21, 
A=1121, h=4+23+24, 
A=1121, h=4+24+23, 
A=1121, h=11+18+26, 
A=1121, h=11+26+18, 
A=1121, h=14+14+27, 
A=1121, h=14+21+22, 
A=1121, h=14+22+21, 
A=1121, h=14+27+14, 
A=1121, h=16+17+24, 
A=1121, h=16+24+17, 
A=1121, h=17+16+24, 
A=1121, h=17+24+16, 
A=1121, h=18+11+26, 
A=1121, h=18+26+11, 
A=1121, h=21+2+26, 
A=1121, h=21+14+22, 
A=1121, h=21+22+14, 
A=1121, h=21+26+2, 
A=1121, h=22+14+21, 
A=1121, h=22+21+14, 
A=1121, h=23+4+24, 
A=1121, h=23+24+4, 
A=1121, h=24+4+23, 
A=1121, h=24+16+17, 
A=1121, h=24+17+16, 
A=1121, h=24+23+4, 
A=1121, h=26+2+21, 
A=1121, h=26+11+18, 
A=1121, h=26+18+11, 
A=1121, h=26+21+2, 
A=1121, h=27+14+14, 
A=1122, h=8+23+23, 
A=1122, h=19+19+20, 
A=1122, h=19+20+19, 
A=1122, h=20+19+19, 
A=1122, h=23+8+23, 
A=1122, h=23+23+8, 
A=1123, h=13+15+27, 
A=1123, h=13+27+15, 
A=1123, h=15+13+27, 
A=1123, h=15+27+13, 
A=1123, h=27+13+15, 
A=1123, h=27+15+13, 
A=1124, h=8+22+24, 
